Country,ISO2,ISO3,Indicator,Source,CTS Code,CTS Name,CTS Full Descriptor,Bond Type,Type of Issuer,Use of Proceed,Principal Currency,Unit,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Portugal,PT,PRT,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.836636302,,0.209159075,
Portugal,PT,PRT,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.522897689,0.073205676,,
Portugal,PT,PRT,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.138044467,,,0.398970934
Qatar,QA,QAT,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,5.0
Qatar,QA,QAT,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,5.0
Réunion,,REU,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.010457953
Romania,RO,ROU,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.443450501,0.258109301,0.752056765,8.604232002
Romania,RO,ROU,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,8.604232002
Romania,RO,ROU,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.276536664,0.873477837,0.732056765
Russian Federation,RU,RUS,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,0.007342143,1.13000096,1.354226354,0.728599939,0.25990022,
Russian Federation,RU,RUS,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.226000192,0.169500144,
Russian Federation,RU,RUS,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,0.033900028,
Saudi Arabia,SA,SAU,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,1.5,,,1.5
Senegal,SN,SEN,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.495396537,0.690287614,1.186265421,,
Senegal,SN,SEN,Sovereign Social Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.495396537,0.690287614,1.186265421,,
"Serbia, Rep. of",RS,SRB,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,2.091590758,,,
"Serbia, Rep. of",RS,SRB,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,2.091590758,,,
"Serbia, Rep. of",RS,SRB,Sovereign Sustainability Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,3.0
"Serbia, Rep. of",RS,SRB,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,3.0
Seychelles,SC,SYC,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,0.015,,,,,,
Seychelles,SC,SYC,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,0.015,,,,,,
Singapore,SG,SGP,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,1.074019245,0.066574091,2.240850031,1.423991316,5.903574727,9.985256675,4.547572496,4.871456376
Singapore,SG,SGP,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,0.008,,,0.0704,,0.074855902,,
Singapore,SG,SGP,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,5.015345459,,
Singapore,SG,SGP,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,3.166283853,,,
Singapore,SG,SGP,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.046888606,1.215821508,0.584802653,,0.374279511
Slovak Rep.,SK,SVK,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.474791101,0.898317016,0.627477226,0.397486355
"Slovenia, Rep. of",SI,SVN,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,0.078667477,,,,,0.522897689,0.052289768
"Slovenia, Rep. of",SI,SVN,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.334918614
"Slovenia, Rep. of",SI,SVN,Sovereign Social Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.334918614
"Slovenia, Rep. of",SI,SVN,Sovereign Sustainability Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,1.296729797,,1.307244224,
"Slovenia, Rep. of",SI,SVN,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,1.296729797,,1.307244224,
South Africa,ZA,ZAF,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,0.136400632,,,0.054564601,0.060012936,0.147012122,0.2,0.145087274,0.77056512,0.767505682,0.323349826
South Africa,ZA,ZAF,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.256321073,,,
South Africa,ZA,ZAF,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.110711576,,0.109511155
South Africa,ZA,ZAF,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.166890871,0.120042122,,0.01636938
Spain,ES,ESP,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,1.15427155,,3.487379557,6.181060486,4.020036281,7.230203609,9.647151136,29.729031215,13.255997921,11.800820648,12.643324351
Spain,ES,ESP,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,2.08399058,0.569295778,0.565043769,0.5190976,1.568195375,2.665251745,2.617790843,2.091590757,1.568693068,1.830141913
Spain,ES,ESP,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,16.031131236,,,
Spain,ES,ESP,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,0.524548887,0.87601976,2.340490057,1.987011219,3.388377026,4.91523828,3.268110558,3.451124749,3.733804925
Spain,ES,ESP,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.018824316,0.051015968,,0.627477227,
Sudan,SD,SDN,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.522897689
Sweden,SE,SWE,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,0.165969622,1.444350159,1.490990296,3.460253358,4.297562097,6.679100718,12.946731512,13.787777937,17.774744399,15.777209908,20.206636151,23.029787721
Sweden,SE,SWE,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.018817861,0.669615088,0.02446322,0.522897689,0.047044654
Sweden,SE,SWE,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,3.763572382,,,,
Sweden,SE,SWE,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,0.063152956,,,0.036221385,0.269236692,0.12824131,0.588592244,0.241625273,0.042345856
Sweden,SE,SWE,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,1.668479389,2.120194853,0.647162656,0.665959021
Switzerland,CH,CHE,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,0.166112956,0.886655264,0.874725184,1.428589803,4.842317262,3.03803512,3.064435052,5.430428611,4.231482851,3.380108802
Switzerland,CH,CHE,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.245070736,,
Switzerland,CH,CHE,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,2.961791244,0.747938947,0.231283422
Switzerland,CH,CHE,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.133674947,,,0.133674947
Switzerland,CH,CHE,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,1.584523641,,
Taiwan Province of China,TW,TWN,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,0.508628174,0.685174155,0.851530861,1.276288478,0.77482711,1.94331478,2.698840668,3.119039457
Taiwan Province of China,TW,TWN,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.182267034,0.17434068,0.56500719,0.457981418
Taiwan Province of China,TW,TWN,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.177370905,0.176140076,0.417347929,0.388635724,0.221395587
Taiwan Province of China,TW,TWN,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.107086035,0.134507424,
Thailand,TH,THA,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,0.099910527,0.680708973,0.878528007,0.850064208,0.815714128,0.860931821,0.172997215
Thailand,TH,THA,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.20286396,0.119296152,0.339397412,0.119331741,0.429642056
Thailand,TH,THA,Sovereign Sustainability Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,6.322696093,,8.052490307,,
Thailand,TH,THA,Sovereign Sustainability Linked Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.759618252
Thailand,TH,THA,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,6.322696093,0.239615442,8.519648414,0.193856246,1.431642798
Thailand,TH,THA,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.626473849,0.921614784,0.029832935,2.217511893
Togo,TG,TGO,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.28663446,0.70737869,0.469175701,,
Togo,TG,TGO,Sovereign Social Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.28663446,0.70737869,0.469175701,,
